track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date,song_age,stream_group,bpm_group,energy_group,dance_group,song_type,platform_score,hit_score,cross_platform_success,streams_log
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642.0,111,5,182,1,0.0,122,A#,Major,77,51,79,5,0,16,5,2021-09-01,2,mid,fast,high_energy,high_dance,party_song,3397.0,290774423.40000004,3391,19.71120083584509
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,42,70,384,0,3.0,85,A#,Major,59,33,52,7,15,12,3,2015-10-30,8,high,slow,mid_energy,mid_dance,other,10274.0,901975575.9000001,10197,20.843240468412443
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939.0,3,0,5,0,0.0,148,C#,Major,68,29,73,0,0,7,7,2022-01-07,1,low,fast,high_energy,mid_dance,sad_song,815.0,48544831.900000006,815,17.921140203425477
ELEVEN,IVE,1,2021,12,1,521,1,247737946.0,17,89,11,0,0.0,120,A,Major,83,59,73,6,0,5,11,2021-12-01,2,mid,medium,high_energy,high_dance,party_song,639.0,198190409.0,549,19.32788208014229
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402.0,237,27,636,0,0.0,91,G,Minor,70,76,72,22,0,27,4,2020-07-24,3,high,medium,high_energy,mid_dance,party_song,13754.0,1359523207.0000002,13727,21.253542498561195
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871.0,13,27,8,0,0.0,120,E,Major,72,54,71,26,0,10,4,2021-11-19,2,low,medium,high_energy,high_dance,party_song,850.0,123838377.00000001,823,18.857630772255387
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004.0,14,14,24,0,4.0,106,Unknown,Major,86,86,79,11,0,8,9,2021-11-17,2,mid,medium,high_energy,high_dance,party_song,787.0,159106476.3,769,19.108227295226364
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432.0,13,0,32,1,0.0,110,A#,Major,63,31,35,93,0,29,3,2022-01-07,1,low,medium,low_energy,mid_dance,chill_song,834.0,99526024.4,833,18.639072487288203
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354.0,25,46,105,0,45.0,169,F#,Major,39,36,45,81,0,8,13,2021-05-21,2,high,fast,mid_energy,low_dance,chill_song,3294.0,680486990.5,3199,20.561462363213817
Praise God,Kanye West,1,2021,8,29,4651,0,376333030.0,24,6,105,0,0.0,118,C#,Major,80,21,55,1,0,26,17,2021-08-29,2,mid,medium,mid_energy,high_dance,sad_song,4786.0,301066889.1,4780,19.745985030079694
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627.0,43,19,73,12,0.0,92,G#,Minor,91,79,66,32,0,9,16,2021-06-25,2,high,medium,mid_energy,high_dance,other,5146.0,413428201.5,5115,20.063136765408245
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237.0,205,130,625,0,25.0,112,D#,Major,45,19,60,63,0,9,6,2019-11-01,4,high,medium,mid_energy,mid_dance,sad_song,9336.0,1286437024.7000003,9157,21.198285140392034
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838.0,25,3,52,0,1.0,140,D,Major,79,56,91,26,0,13,21,2020-12-25,3,high,fast,high_energy,high_dance,party_song,3381.0,405423400.40000004,3374,20.043585251395882
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,195,125,6280,2,78.0,105,G#,Major,73,52,76,13,0,5,3,2010-11-29,13,high,medium,high_energy,high_dance,party_song,42370.0,1178243467.4,42159,21.11043110233181
Sobrio,Maluma,1,2021,7,8,3506,10,513643924.0,103,76,100,1,1.0,178,F,Major,76,63,77,14,0,15,22,2021-07-08,2,high,fast,high_energy,high_dance,party_song,3797.0,410915490.8000001,3709,20.05704083043697
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503.0,60,17,154,0,22.0,108,G,Minor,96,71,42,57,0,8,9,2021-12-23,2,mid,medium,mid_energy,high_dance,other,3252.0,209029502.3,3213,19.38112807971188
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581.0,20,21,99,0,7.0,173,A,Major,40,19,29,86,0,34,4,2021-05-21,2,high,fast,low_energy,low_dance,chill_song,3828.0,626965632.9000001,3800,20.479545250609746
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,54,16,259,0,13.0,101,C#,Major,67,40,90,3,0,34,6,2021-05-07,2,mid,medium,high_energy,mid_dance,other,5198.0,338153332.00000006,5159,19.862152113195968
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656.0,255,32,582,0,14.0,120,G#,Minor,80,24,62,41,2,11,23,2020-01-01,3,high,medium,mid_energy,high_dance,sad_song,15194.0,849877955.9000001,15148,20.78374518421101
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873.0,175,55,95,0,2.0,144,Unknown,Major,73,66,80,44,0,9,12,2020-10-23,3,high,fast,high_energy,high_dance,party_song,8534.0,1002051919.1000001,8477,20.94845838682857
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493.0,65,88,434,3,13.0,133,C#,Major,75,96,61,0,0,18,4,2021-03-19,2,high,fast,mid_energy,high_dance,other,5476.0,680856881.7,5372,20.56200551976963
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529.0,7,3,89,0,0.0,158,G#,Minor,46,62,83,53,0,97,28,2021-10-22,2,mid,fast,high_energy,mid_dance,other,871.0,211115700.4,868,19.39106007371042
The Feels,TWICE,1,2021,10,1,1150,0,345903614.0,20,99,44,0,2.0,120,A,Major,81,92,90,9,0,8,7,2021-10-01,2,mid,medium,high_energy,high_dance,party_song,1315.0,276723006.2,1214,19.661670724850183
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566.0,111,127,210,0,37.0,129,Unknown,Major,61,59,46,56,0,13,5,2020-02-21,3,high,fast,mid_energy,mid_dance,other,5887.0,761310593.0,5719,20.673694813335583
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266.0,92,127,1219,0,62.0,102,G,Major,74,45,89,5,0,26,13,2016-11-18,7,high,medium,high_energy,high_dance,party_song,8870.0,765492949.8000001,8681,20.679173152671975
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004.0,122,11,201,0,1.0,124,G#,Minor,79,79,84,2,0,5,5,2021-08-13,2,mid,fast,high_energy,high_dance,party_song,7225.0,341989492.20000005,7213,19.873432108963122
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366.0,4,2,50,0,0.0,90,E,Minor,73,31,45,85,24,11,3,2016-04-20,7,low,slow,mid_energy,high_dance,chill_song,2022.0,125326889.4,2020,18.869577986001214
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457.0,29,0,44,0,0.0,161,F#,Minor,78,65,52,46,0,12,31,2021-04-14,2,high,fast,mid_energy,high_dance,other,2299.0,499612588.20000005,2299,20.252486639825648
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388.0,39,45,250,0,0.0,120,G,Major,60,11,33,90,0,8,5,2017-03-30,6,high,medium,low_energy,mid_dance,chill_song,4538.0,622212730.8,4493,20.471935480110076
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151.0,19,0,38,0,0.0,81,Unknown,Major,45,12,57,7,0,23,3,2021-07-28,2,mid,slow,mid_energy,mid_dance,sad_song,2016.0,330236316.7,2016,19.838462027876616
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110.0,146,18,478,0,7.0,150,E,Minor,78,47,70,18,0,15,9,2019-01-01,4,high,fast,mid_energy,high_dance,party_song,7840.0,910780007.1,7815,20.852954703639913
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175.0,101,12,38,0,0.0,105,G#,Major,76,58,84,10,0,13,10,2021-09-02,2,mid,medium,high_energy,high_dance,party_song,2163.0,284175541.2,2151,19.688245554111557
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,30,2,5,0,6.0,79,F#,Major,63,76,67,38,0,6,4,2021-08-10,2,mid,slow,mid_energy,mid_dance,other,1256.0,232183022.1,1246,19.486179539310733
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628.0,5,0,862,0,0.0,146,C#,Minor,52,7,61,51,0,11,3,2010-10-04,13,high,fast,mid_energy,mid_dance,sad_song,7978.0,850366013.5000001,7976,20.784320134909414
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974.0,167,19,318,0,1.0,124,E,Major,64,8,37,79,0,9,5,2020-04-17,3,high,fast,low_energy,mid_dance,chill_song,7143.0,944076643.0,7123,20.888860759473193
The Nights,Avicii,1,2014,1,1,17354,8,1456081449.0,92,122,1282,0,55.0,126,F#,Major,53,66,85,2,0,24,4,2014-01-01,9,high,fast,high_energy,mid_dance,other,18913.0,1164866895.4,18728,21.099014726090335
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334.0,174,73,344,0,0.0,121,G#,Major,75,53,74,2,0,11,5,2021-08-06,2,mid,fast,high_energy,high_dance,party_song,6983.0,346162506.40000004,6910,19.88556060152906
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871.0,144,30,86,0,0.0,136,B,Minor,80,33,60,0,0,32,14,2021-09-03,2,high,fast,mid_energy,high_dance,other,5741.0,391957244.90000004,5711,20.009805477661082
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382.0,36,82,39,0,5.0,102,A,Minor,77,26,63,58,0,11,5,2021-06-25,2,mid,medium,mid_energy,high_dance,sad_song,2801.0,372767769.50000006,2711,19.95960902734698
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149.0,8,8,8,2,0.0,77,G,Major,73,54,74,23,0,41,23,2021-10-27,2,high,slow,high_energy,high_dance,party_song,850.0,978785001.6,840,20.924966034107968
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672.0,533,167,3595,6,0.0,98,F#,Minor,82,54,59,69,0,18,10,2019-05-10,4,high,medium,mid_energy,high_dance,other,28830.0,2291835790.5,28657,21.775761469984122
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111.0,188,34,710,0,5.0,84,B,Minor,44,22,48,38,0,33,24,2017-06-15,6,high,slow,mid_energy,mid_dance,sad_song,15686.0,1830957563.7000003,15647,21.551247672016057
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549.0,92,34,131,0,0.0,102,G#,Major,89,77,82,3,0,17,11,2021-01-28,2,high,medium,high_energy,high_dance,party_song,8344.0,576661247.9000001,8310,20.39590771035604
All of Me,John Legend,1,2013,8,1,27221,0,2086124197.0,308,118,4534,2,77.0,120,G#,Major,42,33,26,92,0,13,3,2013-08-01,10,high,medium,low_energy,mid_dance,chill_song,32260.0,1668902079.7,32063,21.458573730582923
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927.0,265,121,12367,4,160.0,117,C#,Major,52,73,91,0,0,11,7,1991-09-10,32,high,medium,high_energy,mid_dance,other,62917.0,1352159341.6000001,62623,21.24810851794568
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132.0,107,47,584,1,0.0,72,A,Minor,45,27,33,82,0,14,4,2019-03-07,4,high,slow,low_energy,mid_dance,chill_song,7385.0,793069570.2,7337,20.714564220454847
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618.0,118,116,96,0,3.0,168,C#,Major,67,29,47,5,0,22,26,2021-09-03,2,high,fast,mid_energy,mid_dance,sad_song,5742.0,475134635.3000001,5617,20.202251179156583
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675.0,22,3,0,0,0.0,94,C#,Major,52,68,69,13,0,33,8,2021-11-11,2,mid,medium,mid_energy,mid_dance,other,784.0,160778215.9,777,19.11867951648412
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967.0,0,4,23,0,0.0,145,G#,Major,41,65,88,0,0,26,5,2022-01-10,1,low,fast,high_energy,mid_dance,other,281.0,56811999.0,277,18.078401229688236
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750.0,114,15,63,0,2.0,134,C#,Major,71,14,61,1,0,23,33,2021-08-27,2,high,fast,mid_energy,high_dance,sad_song,6507.0,448178831.3,6485,20.143845032246954
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704.0,306,99,5063,2,120.0,148,C#,Major,35,24,93,0,0,10,8,2003-09-23,20,high,fast,high_energy,low_dance,sad_song,57584.0,1445299362.6000001,57348,21.314722262809124
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771.0,2,12,10,0,0.0,127,E,Minor,60,40,89,9,0,60,6,2022-01-10,1,low,fast,high_energy,mid_dance,other,270.0,61870241.400000006,258,18.16369303586708
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703.0,93,5,67,1,0.0,172,F#,Minor,74,79,66,11,0,8,16,2021-06-24,2,high,fast,mid_energy,high_dance,other,6722.0,422836418.00000006,6716,20.085637946263077
Streets,Doja Cat,1,2019,11,7,5728,0,865640097.0,85,87,179,0,12.0,90,B,Major,75,19,46,21,4,34,8,2019-11-07,4,high,slow,mid_energy,high_dance,sad_song,6091.0,692512650.4,5992,20.578979788920723
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687.0,368,155,2854,6,121.0,96,G,Major,57,30,40,38,0,26,3,2018-09-27,5,high,medium,low_energy,mid_dance,sad_song,20152.0,1727479014.4,19858,21.4930715536332
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494.0,10,56,17,0,0.0,138,G,Minor,74,65,67,46,0,36,4,2022-01-10,1,mid,fast,mid_energy,high_dance,other,544.0,169098041.3,488,19.16913251413704
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901.0,143,24,110,0,70.0,120,G,Major,72,67,72,0,0,13,4,2021-04-28,2,high,medium,high_energy,high_dance,party_song,5244.0,521386810.5,5146,20.295145376448346
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048.0,77,134,74,0,2.0,125,A,Major,70,65,74,1,0,34,4,2021-07-09,2,high,fast,high_energy,mid_dance,party_song,2090.0,486667418.70000005,1952,20.226234711750422
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573.0,209,54,710,0,18.0,123,D,Major,82,80,86,1,0,30,13,2021-01-15,2,high,fast,high_energy,high_dance,party_song,13034.0,691006462.7,12962,20.576801544015744
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345.0,141,12,78,0,0.0,81,F#,Major,79,44,54,41,0,13,24,2021-04-09,2,high,slow,mid_energy,high_dance,other,4962.0,637922349.1,4950,20.496869934968903
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020.0,78,46,2515,1,0.0,171,C#,Major,55,10,85,7,0,8,20,2002-05-26,21,high,fast,high_energy,mid_dance,sad_song,25563.0,1356571908.3,25516,21.25136856095997
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999.0,272,67,1066,1,19.0,91,B,Major,77,60,32,84,0,8,5,2019-09-20,4,high,medium,low_energy,high_dance,chill_song,11401.0,1407655396.8000002,11312,21.28833416132212
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934.0,72,0,0,0,0.0,84,G,Minor,56,61,76,10,0,14,11,2021-08-12,2,mid,slow,high_energy,mid_dance,other,1632.0,178656103.20000002,1632,19.224115987344238
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991.0,17,3,3,0,0.0,115,F,Minor,90,74,54,16,0,13,28,2022-01-07,1,low,medium,mid_energy,high_dance,other,643.0,43950454.800000004,640,17.821715689000968
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599.0,89,21,65,0,0.0,125,Unknown,Major,69,70,89,4,0,49,3,2021-12-29,2,mid,fast,high_energy,mid_dance,other,3445.0,181518406.20000002,3424,19.24000937234728
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,258316038.0,24,92,93,0,0.0,122,F#,Minor,80,62,69,28,0,13,7,2021-10-14,2,mid,fast,mid_energy,high_dance,other,789.0,206652888.4,697,19.36969435060209
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090.0,61,23,70,1,0.0,92,D,Major,85,92,54,16,0,29,7,2021-04-29,2,high,medium,mid_energy,high_dance,other,3577.0,476922014.20000005,3537,20.206006378716765
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919.0,30,26,15,0,0.0,90,F#,Minor,63,75,75,17,0,11,8,2021-11-18,2,low,slow,high_energy,mid_dance,other,974.0,141704025.50000003,948,18.992394032582993
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492.0,151,102,175,5,29.0,94,E,Minor,84,90,70,9,0,14,8,2022-02-10,1,high,medium,mid_energy,high_dance,party_song,7299.0,573273877.3,7135,20.390016491427794
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487.0,141,78,6591,1,0.0,93,B,Major,81,53,78,18,0,6,24,1999-01-01,24,high,medium,high_energy,high_dance,party_song,40777.0,968482986.2,40698,20.914381518490995
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690.0,4,113,20,0,1.0,130,D,Minor,51,50,76,30,0,10,7,2022-02-11,1,mid,fast,high_energy,mid_dance,other,733.0,197101411.5,614,19.32237218693466
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364.0,76,0,102,0,2.0,180,G,Minor,35,23,61,23,0,19,6,2022-02-11,1,high,fast,mid_energy,low_dance,sad_song,3946.0,397049467.8000001,3944,20.022714039751456
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379.0,46,1,34,0,0.0,134,Unknown,Major,53,31,31,92,0,28,3,2022-02-11,1,low,fast,low_energy,mid_dance,chill_song,1511.0,117431646.2,1510,18.804509328203533
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044.0,142,40,5451,1,953.0,95,D#,Minor,92,31,89,3,0,8,25,1999-01-01,24,high,medium,high_energy,high_dance,party_song,38349.0,674650411.4000001,37355,20.552844050207735
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342.0,119,6,85,1,1.0,184,F#,Major,69,91,63,11,0,9,31,2022-01-19,1,high,fast,mid_energy,mid_dance,other,4261.0,400272678.5,4253,20.030799110824827
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472.0,34,3,30,0,0.0,147,G#,Minor,47,50,80,10,0,32,38,2022-02-11,1,low,fast,high_energy,mid_dance,other,2163.0,85804587.2,2160,18.49072414477343
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152.0,34,1,31,0,0.0,123,G,Major,52,44,60,40,0,26,3,2022-02-02,1,low,fast,mid_energy,mid_dance,other,1241.0,108063439.10000001,1240,18.721371483103677
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726.0,124,27,587,0,4.0,123,A#,Minor,91,49,61,3,0,17,22,2012-01-01,11,high,fast,mid_energy,high_dance,other,30252.0,657794731.8000001,30210,20.52754254918829
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675.0,235,106,5221,1,35.0,90,F#,Minor,90,79,71,26,0,7,37,2002-01-01,21,high,slow,high_energy,high_dance,party_song,36032.0,962181183.4000001,35883,20.907853720347724
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054.0,105,12,51,0,12.0,160,D,Minor,61,65,64,1,0,12,4,2022-02-04,1,mid,fast,mid_energy,mid_dance,other,2891.0,274557914.3,2867,19.653815344538934
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997.0,13,0,113,1,3.0,115,C#,Major,60,37,71,8,0,48,4,2013-08-16,10,mid,medium,high_energy,mid_dance,other,4440.0,192616428.60000002,4436,19.299352670613327
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830.0,33,123,7,0,4.0,141,D#,Major,37,17,67,2,0,34,9,2019-08-04,4,mid,fast,mid_energy,low_dance,sad_song,5509.0,340964398.2,5382,19.870430612618517
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627.0,22,13,65,0,6.0,160,A,Major,31,30,88,7,0,8,8,2016-08-05,7,mid,fast,high_energy,low_dance,sad_song,2499.0,336908740.90000004,2480,19.8584654965349
Formula,Labrinth,1,2019,10,4,3444,7,554875730.0,24,85,102,0,1.0,145,B,Major,57,23,66,4,6,15,4,2019-10-04,4,high,fast,mid_energy,mid_dance,sad_song,3663.0,443900929.09999996,3570,20.13425473853144
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006.0,45,1,80,0,12.0,89,Unknown,Minor,46,43,43,23,8,8,22,2019-06-21,4,mid,slow,mid_energy,mid_dance,other,5581.0,374182149.1,5568,19.9633953653095
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031.0,7,21,2,0,0.0,95,F,Minor,84,49,72,8,0,15,8,2020-07-24,3,mid,medium,high_energy,high_dance,party_song,306.0,261998452.4,281,19.60699260386122
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548.0,11,0,10,0,0.0,160,D,Major,60,47,62,3,0,38,4,2021-12-10,2,mid,fast,mid_energy,mid_dance,other,996.0,148326935.9,996,19.038072321144057
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167.0,19,5,12,0,0.0,174,F,Minor,67,74,75,44,0,7,30,2022-01-14,1,mid,fast,high_energy,mid_dance,other,1071.0,196320237.10000002,1065,19.31840077483743
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142.0,128,17,1663,0,0.0,92,G,Major,77,76,84,3,0,38,4,1995-12-28,28,high,medium,high_energy,high_dance,party_song,20581.0,463517990.90000004,20564,20.177495260454585
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469.0,78,15,1674,0,3.0,134,G#,Major,93,61,74,9,0,17,8,1999-01-01,24,high,fast,high_energy,high_dance,party_song,20837.0,540033481.9000001,20819,20.330281721201334
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192.0,57,13,50,1,7.0,172,B,Minor,31,4,86,1,0,28,17,2021-11-19,2,mid,fast,high_energy,low_dance,sad_song,3671.0,202297307.9,3648,19.34839079846985
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128.0,44,63,91,0,24.0,80,A,Major,76,92,62,6,0,8,13,2021-12-17,2,mid,slow,mid_energy,high_dance,other,1714.0,185597051.6,1627,19.262231244146555
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265.0,284,114,1481,0,5.0,150,C#,Minor,91,42,60,0,0,9,12,2017-03-30,6,high,fast,mid_energy,high_dance,other,35091.0,1543819532.6999998,34971,21.380666799617575
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401.0,83,63,4180,0,0.0,80,F#,Minor,78,53,74,4,0,45,21,1999-11-21,24,high,slow,high_energy,high_dance,party_song,21441.0,735134032.3000001,21378,20.63870462167573
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317.0,65,45,398,0,1.0,166,A#,Minor,81,83,75,14,0,29,34,2020-01-16,3,high,fast,high_energy,high_dance,party_song,7464.0,944717749.1,7418,20.88953957860577
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285.0,5,1,62,0,0.0,120,G#,Major,67,8,54,27,0,8,4,2017-10-04,6,high,medium,mid_energy,mid_dance,sad_song,2810.0,399168502.2,2809,20.028037063374217
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800.0,21,20,40,0,0.0,92,Unknown,Major,86,89,79,17,0,11,6,2020-02-29,3,high,medium,high_energy,high_dance,party_song,4306.0,548057862.5,4275,20.345034209711475
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692.0,47,3,42,12,6.0,85,G#,Minor,74,61,52,30,0,26,9,2022-01-28,1,mid,slow,mid_energy,high_dance,other,2136.0,206971956.20000002,2115,19.371236441059494
212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338.0,10,0,39,0,0.0,154,D,Minor,79,86,52,66,0,9,7,2022-01-15,1,low,fast,mid_energy,high_dance,other,401.0,114511505.60000001,401,18.77932911240742
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491.0,42,7,15,0,4.0,92,D,Minor,73,37,74,28,0,14,6,2021-10-22,2,mid,medium,high_energy,high_dance,party_song,1585.0,167814944.5,1574,19.161515061523275
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573.0,25,0,14,0,0.0,140,B,Major,89,75,70,6,0,13,5,2022-02-11,1,low,fast,mid_energy,high_dance,party_song,886.0,51771743.10000001,886,17.985496989128208
Worst Day,Future,1,2022,2,11,910,0,50746620.0,20,3,24,0,0.0,89,C#,Major,65,60,60,11,0,10,40,2022-02-11,1,low,slow,mid_energy,mid_dance,other,957.0,40597387.0,954,17.74235559238875
